,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,epoch,run,test
30,0.4658983051776886,0.9138157894736842,0.9138542288588438,0.9143764078575763,0.9138157894736842,237.0534,32.06,0.79,pretrained/xlnet-base-cased-ag_news-ORIG+INV,ORIG
31,0.7041451930999756,0.8072621641249093,0.6338688565707444,0.6792740183739189,0.5993620890393923,201.1421,34.23,0.79,pretrained/xlnet-base-cased-ag_news-ORIG+INV,20NG
32,33.558231353759766,0.9189473684210526,0.9191680922787961,0.92020425729857,0.9189473684210526,222.1408,34.213,0.79,pretrained/xlnet-base-cased-ag_news-ORIG+SIB,ORIG
33,40.71051025390625,0.8291938997821351,0.6125457774360138,0.6361823128873941,0.5960812168003639,201.4109,34.184,0.79,pretrained/xlnet-base-cased-ag_news-ORIG+SIB,20NG
34,36.58356475830078,0.9121052631578948,0.9118490176131344,0.9118298894731511,0.9121052631578948,222.1594,34.21,0.72,pretrained/xlnet-base-cased-ag_news-ORIG+INVSIB,ORIG
35,41.65645980834961,0.8621641249092229,0.6557976314700776,0.6637621232539391,0.6491807610716671,201.4145,34.183,0.72,pretrained/xlnet-base-cased-ag_news-ORIG+INVSIB,20NG
36,28.54082679748535,0.910921052631579,0.9102755910871745,0.9117102355206483,0.910921052631579,222.1019,34.219,0.92,pretrained/xlnet-base-cased-ag_news-ORIG+TextMix,ORIG
37,34.27047348022461,0.8601307189542484,0.6247410785333187,0.6190962183976912,0.6420869579891495,201.2944,34.204,0.92,pretrained/xlnet-base-cased-ag_news-ORIG+TextMix,20NG
38,31.363569259643555,0.9218421052631579,0.9216830185592182,0.922379465445174,0.9218421052631578,221.8704,34.254,0.53,pretrained/xlnet-base-cased-ag_news-ORIG+SentMix,ORIG
39,34.26377487182617,0.8479302832244009,0.6284531735132481,0.6331610151150868,0.6310765722117601,201.1324,34.231,0.53,pretrained/xlnet-base-cased-ag_news-ORIG+SentMix,20NG
40,29.820859909057617,0.9271052631578948,0.9269538007275275,0.9279681829675862,0.9271052631578948,222.0611,34.225,0.49,pretrained/xlnet-base-cased-ag_news-ORIG+WordMix,ORIG
41,34.48173522949219,0.8116194625998547,0.614341632477295,0.6261138972215456,0.6085428869302097,201.2829,34.206,0.49,pretrained/xlnet-base-cased-ag_news-ORIG+WordMix,20NG
